Title,Tags
"Real images (not ""artist concept"") by NASA","<star><solar-system><observational-astronomy>"
"How do you determine which star, between two, is more luminous?","<amateur-observing><star-systems><luminosity>"
"What's to be gained from the New Horizons mission once it's beyond the Kuiper Belt?","<pluto><interstellar-travel><kuiper-belt>"
"How did our ancestors discover the Solar System?","<solar-system><history>"
"Does Pluto have impact craters?","<pluto>"
"Is the Tombaugh Regio on Pluto visible from Earth?","<hubble-telescope><pluto><space-probe>"
"Shall we say now that Pluto is ""larger than Mercury"" ?","<atmosphere><pluto><mercury>"
"Can we see Earth by looking into space?","<space><space-time>"
"Could an ejected ""extra ice-giant"" still be lurking in distant solar orbit?","<solar-system><gas-giants><celestial-mechanics>"
"Can a galaxy splits into multiple galaxies?","<galaxy>"
"How will the Breakthrough Initiatives affect other astronomy observations?","<radio-astronomy><observatory><extra-terrestrial><interstellar-travel>"
"Any freely available large stellar spectra catalog?","<data-analysis>"
"Can a supernova make a new star?","<star><supernova><star-formation>"
"Speed of blast from supernova","<supernova><explosion>"
"Pluto- Current theories regarding its geological nature?","<planet><pluto><dwarf-planets>"
"Massive Nearby Stars","<star><amateur-observing>"
"How to find the distance between two quasars","<cosmology><distances><quasars>"
"First time visit to dark sky stargazing site: what do I need?","<amateur-observing><star-gazing>"
"During night on the Moon is there Earth light and Earth phases?","<the-moon>"
"Linear motion in the equatorial frame","<orbit><observational-astronomy>"
"why does pluto have a high orbital inclination","<pluto><inclination>"
"Are there any Stars we know don't have planets?","<exoplanet>"
"Galaxy Cluster Temperature","<temperature><cmb><galaxy-cluster>"
"How do I create a galaxy stellar mass function?","<galaxy><cosmology><mass><python><sky-survey>"
"How far could be an object from the Sun and still be under the influence of its gravitational field?","<the-sun><solar-system>"
"Gravitational lensing of quasars","<gravitational-lensing><quasars>"
"What is the distribution of dark energy?","<dark-energy>"
"When exactly does a sub giant become a red giant?","<star><red-giant>"
"Wondering about a horseshoe orbit","<orbit><natural-satellites><earth-like-planet><planetary-science>"
"Can I have a career in observational astronomy if I study astrophysics or does it have to be particularly astronomy?","<observational-astronomy>"
"Could the Earth survive a red giant Sun?","<the-sun><red-giant>"
"Cooling of astrophotography camera sensor chip","<photography>"
"Should we expect clues from a gamma ray burst causing massive extinctions on Earth?","<gamma-ray-bursts>"
"To several decimal places, how many days are in one year?","<orbit>"
"Detection of exo-planets","<exoplanet><planetary-transits>"
"Power requirement for transmitting communications further than 1 ly?","<star><communication>"
"Why is this HST WFPC2 image so much fuzzier than the WFC3 image of the same field?","<optics><angular-resolution><hubble-telescope>"
"What are the periods of Saturn's rings?","<orbit><saturn>"
"Can BY Draconis variable stars sustain any form of complex life?","<exoplanet><astrophysics><binary-star><habitable-zone>"
"What might the surface of Jupiter's rocky core look like?","<jupiter><surface><topographic-map>"
"Why does Uranus and Neptune have more methane than Jupiter and Saturn?","<solar-system><gas-giants><neptune><uranus>"
"How to analyse Jovian signal received at 20.1 MHz using dual dipole antenna?","<amateur-observing><radio-astronomy>"
"Is the flat earth cosmology scientifically justifiable today?","<earth>"
"How to trim CCD overscan and amplifier turn on/off regions","<observational-astronomy><data-analysis>"
"Could Hot Jupiter systems sustain Trojans?","<exoplanet><trojan-asteroids>"
"What would the pressure and temperature of gas be, right above Jupiter's gas/liquid boundary?","<jupiter><atmosphere><temperature><gas>"
"Newtonian reflector collimation question","<telescope><newtonian-telescope><collimation>"
"Is Venus visible throughout the night?","<planet><venus>"
"Mercury mapping attempts before Mariner 10?","<history><mercury>"
"Has a “white hole” theory been advanced to explain anomalous star formation in Sagittarius A?","<black-hole><cosmology><milky-way>"
"How far do we have to go to leave the galaxy?","<the-sun><milky-way><positional-astronomy>"
"Is it likely that intergalactic stars would still retain their planets?","<star><planet><rogue-planet><intergalactic-space>"
"Helium rain inside metallic hydrogen within Jupiter, conditions and experiments?","<jupiter><hydrogen><helium>"
"Use of type-I a supernovae as standard candle","<universe><age><hubble-constant><standards>"
"How to get the zeropoint magnitude?","<apparent-magnitude><magnitude>"
"Mars night sky -- Phobos and Deimos?","<mars><night-sky><naked-eye><phobos>"
"How will nearby galaxies some day expand beyond our horizon? (Neil deGrasse Tyson)","<cosmology><local-group>"
"At what latitude could Orion's belt and Aldebaran be ~10 degrees above the horizon at the same time?","<constellations><astrometry>"
"Why can't I use automatic photometry on IRIS?","<photography><photometry>"
"What is the smallest possible planet with same sea level atmospheric pressure as Earth?","<gravity><atmosphere><earth-like-planet>"
"Calculating right ascension for two planets and their separation using python","<python><ephemeris><right-ascension>"
"How is distance in light-years converted to years back in time?","<distances><space-time><time>"
"What would our night sky look like if the solar system was 100 light years from the centre of the Milky Way","<milky-way><night-sky><globular-clusters>"
"How far can you see in solar plasma at just under 1 solar radius?","<the-sun><plasma-physics><opacity>"
"Considering our methods of exploration, how likely is it that there are unfound planets (not dwarf planets) in our solar system?","<planet><solar-system>"
"How much greater is the star density in our galactic bar?","<galaxy><galactic-center>"
"What is the cause of all of these sharp, concentric rings around bright stars in this HST image?","<hubble-telescope><optics><angular-resolution>"
"How does V838 Monocerotis look today? Any subsequent light echo images, or is the party over?","<light><dust><hubble-telescope>"
"What is it exactly about these flares of infrared light from Sgr A* that ""confirms"" it is a supermassive black hole?","<observational-astronomy><supermassive-black-hole><accretion-discs><sgr-a>"
"Polar circle for the moon","<the-moon>"
"When are the planets occulted by the sun?","<the-sun><planetary-transits><occultation>"
"Why does earth's north pole roughly point in the same direction throughout the year?","<the-sun><earth>"
"How do I make a custom pulsar map?","<positional-astronomy><pulsar><star-maps>"
"What is the angle between the planes of Oumuamua's hyperbola and the Milky Way Galaxy?","<milky-way><oumuamua>"
"Mars looks like a blur","<telescope><mars><newtonian-telescope>"
"Are Symbiotic and Vampire Stars the same type of star or different?","<star>"
"how do we know the universe is STILL expanding?","<expansion><observable-universe><hubble-constant>"
"Why do stars twinkle but planets don't","<star><planet><observational-astronomy><atmosphere>"
"Is T Tauri a compulsory stage for stellar evolution?","<star>"
"Does a star fuse helium to beryllium on the main sequence?","<star><stellar-evolution><nucleosynthesis><main-sequence>"
"Would a telescope that uses Fresnel lenses be more practical than using regular lenses?","<telescope><telescope-lens>"
"Do all the stars visible to the naked eye belong to Milky Way?","<galaxy>"
"What would the night sky look like if the interstellar medium didn't exist to absorb or block light?","<light><interstellar-medium><night-sky>"
"Why was the size of the solar system not defined by Mercury Transits?","<solar-system><history><planetary-transits>"
"Likelihood of extra planets in systems identified by Kepler?","<kepler>"
"How many stars are there in a Globular Cluster of 10^5 solar masses?","<observational-astronomy><globular-clusters>"
"Are there radio white dwarfs?","<radio-astronomy><pulsar><white-dwarf>"
"Do stars tend to fuse all hydrogen even when the mass is small?","<star>"
"UTC to UT1 time corrections","<telescope><observational-astronomy>"
"How come the northern and southern lights are the same?","<night-sky><aurora>"
"How to make a telescope for viewing planets, moon and DSOs using a convex lens of aperture 100 mm and focal length 200 mm and other lenses at home?","<telescope><optics><refractor-telescope><telescope-making>"
"At what depth on Mars would the atmosphere have equal pressure of that on Earth?","<atmosphere><mars>"
"What is the temperature 55 km beneath the surface of Mars?","<mars><temperature><geology>"
"Population of excited H levels in a Strömgren Sphere","<interstellar-medium><hydrogen><plasma-physics>"
"Mass limit of planetary ring","<astrophysics><planetary-ring>"
"Is there any proof of space being created?","<universe><expansion><dark-energy><matter>"
"Why is the Sun's density less than the inner planets?","<solar-system><the-sun><mercury><density>"
"How can we predict a Big Crunch when all galaxies are moving further apart?","<galaxy><universe>"
"What must/do astronomers reveal beyond their academic papers?","<data-analysis>"
"why are galaxies different in color?","<star><galaxy><universe>"
"How would an exoplanet be found from earth if our view of its star system is ""from the top""?","<exoplanet>"
"How do scientists know if an Earth-like planet is really Earth-like?","<exoplanet><earth-like-planet>"
"Why isn't the dark energy getting decreased?","<dark-energy>"
"How exactly does inflation convert random gravity fluctuations into coherent gravitational waves?","<cosmology><general-relativity><cosmological-inflation><gravitational-waves><quantum-field-theory>"
"A curious relationship between lunar periods and the solar year","<the-moon><fundamental-astronomy>"
"Space objects visible from earth","<space><deep-sky-observing>"
"How did Bradley arrive at the +/- correct speed of light when he calculated it?","<star><solar-system><light>"
"Does the holographic principle contradict eternal inflation?","<universe><cosmology><cosmological-inflation><holographic-principle>"
"Is it possible that all dark matter is made of rogue planets (free-floating planet)?","<dark-matter><rogue-planet>"
"What is the connection between moons, rings, and gaps?","<the-moon><asteroids><planetary-ring>"
"Build a high quality telescope from scratch","<telescope>"
"What’s the object between the Earth and The Sun currently showing in Google maps?","<near-earth-object>"
"3D Positions of Nearby Stars","<star><distances>"
"Why is every year the same number of days despite the gravity in the solar system?","<earth><solar-system><gravity><jupiter>"
"Can a black hole reach a limit where it can no longer attract more matter?","<black-hole><matter>"
"What's the furthest object observable by the naked eye from earth?","<distances>"
"Present distances between planet. How can I find them?","<planet><observational-astronomy><distances>"
"What is meant by Electronic Beam Steering and how is it achieved?","<telescope><radio-astronomy>"
"What is the minimum mass required so that objects become spherical due to its own gravity?","<gravity><mass><density>"
"How would water waves behave in partial gravity?","<gravity><water>"
"Layout of the universe","<universe>"
"Exoplanet naming conventions","<exoplanet>"
"Collision of 2 black holes","<black-hole>"
"Is it possible neutron stars are actual elements?","<neutron-star>"
"How big is the universe. How does it works?","<universe>"
"Density of hydrogen between galaxies","<dark-matter><hydrogen>"
"""How the Universe Works"": is it scientifically accurate?","<universe><cosmology>"
"Telescope in Sun's gravity lens focus - pointing, gain, distortions","<radio-astronomy><space-telescope><gravitational-lensing>"
"About the reference for equation of state","<star>"
"Why do some artificial satellites decrease and increase in brightness multiple times?","<earth><observational-astronomy><light><satellite>"
"Do all orbiting bodies eventually collide?","<orbit>"
"What does Stephen Hawking mean by 'an infinite universe'?","<universe><cosmology>"
"Orbits in a binary star system","<orbit><binary-star>"
"How can a planet have a 90° inclination?","<solar-system><exoplanet><inclination>"
"Is expanding universe adding potential energy?","<gravity><expansion>"
"How much more massive would Pluto have to be to clear its neighborhood?","<mass><pluto><tno>"
"How did New Horizons take such well-lit pictures of Pluto?","<light><pluto><artificial-satellite>"
"Before Voyager 2, what were the highest quality photos of Uranus and Neptune?","<history><neptune><uranus>"
"Why are there no stars on New Horizons images of Pluto","<star><pluto><solar-eclipse>"
"Do celestial bodies have many asteroids orbiting them?","<asteroids><natural-satellites>"
"What is the probability of an astronomical body hitting you?","<comets><meteor><impact-probability><space-debris>"
"What is the average color of the universe?","<light><wavelength>"
"Is it possible to create a traditional clock solar system?","<orbit><artificial-satellite><clock>"
"How common are exoplanets in distant orbits?","<orbit><exoplanet><kepler>"
"How to specify SM libraries for MOOG","<spectroscopy><software>"
"Orbiting and landing on non-sperical objects","<orbit><asteroids><eccentric-orbit>"
"Available energy for potential life on Titan","<life><titan>"
"How thick can planetary rings be?","<size><planetary-ring>"
"How easy is it to mine water on Ceres?","<water><surface><ceres>"
"Do magnetic fields affect planetary rings?","<magnetic-field><planetary-ring>"
"Does the shape of a supernova remnant depend on the progenitor star's magnetic field?","<star><supernova><magnetic-field>"
"Which structure is represented in this video (if any)?","<galaxy><universe>"
"Could spy satellites use laser guide stars (for adaptive optics)?","<atmosphere><space-telescope><optics>"
"Has the conjunction between Venus, Jupiter, and Regulus only occurred twice in 2,000 years?","<jupiter><venus>"
"Does the Abell 1689 supercluster have angular momentum?","<galaxy><rotation><galactic-dynamics><galaxy-cluster><kinematics>"
"Helium in terrestrial planet atmospheres?","<exoplanet><atmosphere>"
"Can the explanation of Tabby's star KIC 8462852 be an intervening planet in orbit around another star?","<star>"
"Is the Sun prograde or retrograde with respect to the rotation of the Milky Way?","<the-sun><orbit><milky-way><rotation>"
"What is the movement of stars within the nucleus of a barred spiral galaxy","<galaxy-center>"
"Planning to revisit Arthur Eddington's experiment from 1919","<amateur-observing><fundamental-astronomy><photography>"
"Velocity of most distant galaxies","<expansion>"
"Which worlds have unique words for a ""day""?","<mars><venus><time><standards>"
"The M-theory to understand black holes","<fundamental-astronomy><radio-astronomy><observational-astronomy>"
"Where goes original asteroids mass after impact?","<asteroids><impact><crater>"
"Spectroscopy question about a Paschen series absorption","<observational-astronomy>"
"From where does the energy for gravitational waves come from?","<black-hole><gravitational-waves>"
"How does the Hubble telescope capture long-exposure photos?","<photography><hubble-telescope>"
"Why do type Ia supernovas produce more iron than type II","<supernova><stellar-evolution><metallicity>"
"Why did the big bang produce a low entropy universe?","<astrophysics><big-bang-theory>"
"Why does fusing iron in a stellar core use more energy than it releases","<supernova>"
"Can someone explain this diagram showing the spectral type distribution of bright stars","<stellar-evolution><spectral-type>"
"What is the difference between Steinhardt's and Neil Turok's cyclic cosmology and Guth's inflationary model and Hartle, Hawking no boundry cosmology?","<cosmology><cosmological-inflation>"
"What are infall signatures in stars?","<astrophysics><radio-astronomy><observational-astronomy><star-formation>"
"What are these dark spots on Mars' north pole?","<mars>"
"Does Hawking radiation in fact bring mass into the universe?","<black-hole><hawking-radiation>"
"In my mid-forties, I believe I have seen Pluto for the first time with the naked eye","<pluto>"
"Is it ""weird"" that all disc galaxies rotate once every billion years?","<galaxy><astrophysics><dark-matter>"
"Is there a term to describe all stars that are not neutron stars or white dwarfs?","<star>"
"Can a solar system exist where the second planet rotates fast, and the third planet is tidally locked to their star?","<orbital-mechanics><tidal-locking><orbital-resonance>"
"""Esperance"" rock on Mars formed by erosion or weathering? or is there any rock on Mars not formed by erosion?","<mars>"
"Is the shape of observable universe and shape of space same?","<space-time><space><observable-universe>"
"Why do pulsars turn ""off"" from rotation?","<pulsar>"
"How Does IceCube Trace a Neutrino to its Source?","<neutrinos>"
"Does Gold really come from Supernovas?","<supernova><metal>"
"Can we detect a black hole's radiation?","<black-hole>"
"Can light be trapped in orbit?","<black-hole><light><photons>"
"Effect of the obliquity of the ecliptic / tilt of the Earth on the equation of time","<the-sun><earth><obliquity><time>"
"How significant are the recent results that Scholz’s Star has perturbed several observed hyperbolic objects?","<asteroids><comets>"
"Bright light in the sky, in the '90s, what could it have been?","<amateur-observing><light>"
"How can Earth-Sun Lagrange points L1 & L2 even be semi stable considering the moon?","<the-moon><earth><orbital-mechanics><celestial-mechanics><lagrange-point>"
"Arago Spot in the Shadows of Celestial Bodies","<optics>"
"Why the forbidden lines of [OIII],[NII] and [SII],[OII] are sensitive to electron temperature and electron density, respectively?","<temperature><spectra><density><metallicity>"
"After Oumuamua passage, has an ""urgency"" telescope time request procedure been set up?","<telescope><observational-astronomy><observatory><oumuamua>"
"Why do we use filters in telescopes for astronomical imaging?","<telescope><observational-astronomy><photography><photometry>"
"Does the rotation of galaxies precess?","<galaxy><rotation><precession>"
"Is Spherical Astronomy by W. M. Smart a good book on positional/spherical astronomy?","<positional-astronomy><reference-request>"
"Does Earth changes angular velocity in 24 hours evaluation?","<tidal-forces>"
"Surface conditions of lonely (rogue) planets","<terrestrial-planets>"
"22° Sun halo today in Zimbabwe. But there's a moon like thing inside the halo beneath the sun that cannot be seen with the naked eye, what is that?","<the-sun><solar-system><photography>"
"Apollo 11 Under Different conditions","<lunar-eclipse>"
"If a giant object would approach the Earth, would Earth start to turn faster or slower while the object starts to become nearer and nearer?","<earth><rotation>"
"Mars vs Venus: the retention of atmospheres in relationship to Earth","<the-sun><atmosphere><mars><venus>"
"Calculate Earth's distance travelled in a year","<orbital-mechanics>"
"Doing Correct Calculations with Binary Star Systems","<orbit><binary-star>"
"In astronomy Is there a name for the exact time between solar noon and sunset?","<earth>"
"In the calculation of GMST, what are these constants?","<time>"
"What changes are being made to VIRGO and LIGO (if any)?","<gravitational-waves>"
"Can Einstein-Rosen bridges - if they exist - link two points of which one lies outside of the observable universe of the other?","<observable-universe><wormhole>"
"Searches for dipole form of anisotropies (on luminosity distances) in the universe with type Ia supernovae","<cosmology><supernova><cosmological-principle>"
"Why has the orbit of Venus such a low eccentricity?","<venus><eccentricity>"
"Can orbits change?","<orbit>"
"How active was the Milky Way in its first 5 billion years?","<galaxy>"
"What is the effect of the axial precession on the orientation of the planet's orbits?","<solar-system><planet><fundamental-astronomy><orbital-elements>"
"What is the most dense object in the universe?","<universe><density>"
"What is meant by ionization states?","<astrophysics><fundamental-astronomy><spectroscopy>"
"Is the Earth-Sun distance 1.012 AU?","<units>"
"What would happen to a gas planet if its core mass goes beyond the Chandrasekhar limit?","<jupiter><gas-giants><degenerate-matter>"
"Solar Pressure and Gravity","<star><gravity><light><astrophysics>"
"How bad could we reasonably expect a solar flare to impact earth, and what can be done to mitigate the impact?","<earth><solar-flare>"
"Cosmic events as standard candles","<neutron-star><white-dwarf>"
"Is the Sun slightly blue in the center? - Wavelength-dependent limb darkening of the Sun","<stellar-astrophysics><the-sun><photography>"
"Adverse effects of urban growth on old astronomy observatories? Need article/book","<light-pollution><observatory>"
"Astronomy Calculations Tool","<jupiter>"
"Which is the largest planet ever observed?","<planet><exoplanet><size>"
"Planetary orbital resonances","<asteroid-belt><orbital-resonance>"
"In 31.5kyr, Epsilon Eridani and Luyten 726-8 will be < 1ly close; but how distant from the Solar system?","<star><movement><kinematics><future>"
"Calculating the Diameter of Jupiter through Image","<photography>"
"How can neutron stars have gaseous atmospheres?","<star><gravity><atmosphere><neutron-star><stellar-atmospheres>"
"How can white dwarf form Oxygen ? (Temperature problem)","<white-dwarf><red-giant>"
"What's the name for [the other kind of planet] in a binary star system?","<planet><exoplanet><binary-star><terminology>"
"Difference in energy released in stellar mass black hole merger and supermassive black hole merger","<black-hole><milky-way><supermassive-black-hole>"
"What is a quaternary mirror and why does the E-ELT need one?","<telescope><observatory><e-elt>"
"Will the E-ELT use Adaptive Optics at visible wavelengths?","<angular-resolution><adaptive-optics><e-elt>"
"""Supernova"" is the explosion or the resulting celestial body? Is it incorrect to call the explosion ""supernova""?","<supernova>"
"What would happen if Jupiter and Earth were at the same distance as the Moon is from Earth?","<the-moon><gravity><jupiter>"
"Einstein General relativity and bending of space","<general-relativity><space-time>"
"Might the universe be really small yet seem infinite from spherical reflections?","<cosmology><big-bang-theory><redshift>"
"Is there any difference between parallel universes and multiverse?","<universe>"
"What is the bluest narrow band filter mounted on ground based telescopes?","<telescope>"
"Why do Jovian moons fade when transiting Jupiter's shadow?","<observational-astronomy><jupiter>"
"What is the name of that which exists beyond the Universe?","<terminology>"
"Why don't planets and asteroids have (cometary) tails?","<planet><asteroids><comets>"
"Satellite/Planetary Orbits","<orbit><artificial-satellite>"
"Position and velocity vectors of nearby stars?","<star><solar-system>"
"Conundrum involving distance to object, universal expansion, age of universe, etc","<distances><expansion><redshift>"
"Will the UK be able to witness the tetrad in April 2014?","<lunar-eclipse>"
"Movement of the satellites of the planets . . .","<planet><natural-satellites>"
"How did Copernicus get the idea of heliocentric model?","<fundamental-astronomy><history>"
"Cosmic microwave background radiation","<cosmology>"
"Finding a Kerr Black Holes","<black-hole>"
"Where will I be able to see the Lyrid meteor shower?","<meteor>"
"Red Moon a Characteristic of all Total Lunar Eclipses?","<the-moon><lunar-eclipse>"
"First meteor(s) of Lyrid meteor shower?","<meteor>"
"Our universe the surface of a 4-dimensional sphere?","<universe><space-time><cosmological-inflation><astrophysics>"
"What will a lunar eclipse look like from moon?","<the-moon><earth><the-sun><lunar-eclipse>"
"Inability of Hubble to clearly resolve nearby celestial objects","<hubble-telescope><angular-resolution><photography>"
"Are there standard algorithms and procedures for creating unique sky maps based on latitude/longitude/date/time?","<star-gazing><algorithm>"
"Stellar mass of galaxies","<mass><luminosity>"
"Assumption of our universe being the surface of a 4-D sphere in order to describe relative uniformity in the cosmic microwave background?","<light>"
"A good telescope for the viewing of Nebulae, Stars and Planets","<telescope><newtonian-telescope>"
"What was the age of the universe when the average density was one atmosphere?","<cosmological-inflation>"
"First night on a telescope questions","<star><telescope>"
"How are East and West defined on other bodies of our solar system?","<solar-system><the-sun><rotation><coordinate>"
"How and when did we learn about the universe?","<universe><space><fundamental-astronomy>"
"How to use a telescope to find a specific celestial body?","<newtonian-telescope><star-gazing>"
"Which type of telescope should I make?","<telescope><telescope-lens>"
"Questions about time and space (from beginner)","<space-time>"
"Choosing a diffraction grating","<spectroscopy>"
"Are satellites orbiting around earth visible to the naked eye?","<amateur-observing><observational-astronomy><satellite>"
"Black Hole / Hawking Radiation: Why only capture anti-particle?","<black-hole><hawking-radiation><quantum-field-theory>"
"What is the term for a star swallowing another star?","<star><terminology>"
"Please Guide me to buy my first Telescope","<amateur-observing><observational-astronomy><telescope>"
"Why is the solar system often shown as a 2D plane?","<orbit><solar-system>"
"How do I remove fungus from a telescope mirror?","<telescope><newtonian-telescope>"
"How long is the moon full","<the-moon><moon-phases>"
"Can an astronomical telescope view objects on Earth?","<telescope>"
"Why Earthian atmosphere is so thin?","<earth><earth-like-planet>"
"Equation for solar radiation at a given latitude on a given exoplanet?","<exoplanet><atmosphere>"
"What is the accuracy of an artificial satellite at a certain magnitude?","<astrophysics><artificial-satellite><mathematics>"
"What is exactly the ""longitude of the perigee""","<orbit><orbital-elements><algorithm>"
"Do all planets have a van Allen radiation belt?","<planet>"
"What types of signals is SETI (and other such efforts) looking for?","<radio-astronomy>"
"Has New Horizon's data updated Charon's orbital elements?","<pluto><charon>"
"Why are so many sun-like stars found in multiple systems? How do planets form in such a situation?","<exoplanet><binary-star>"
"How much illumination do the background stars provide?","<star><light>"
"Is the ratio between earth's distance from the sun and the speed of light just a coincidence?","<orbit><earth><light><speed>"
"Earth Rotation and Orbit Geometry","<orbit><the-sun><earth>"
"What are the differences between matter, dark matter and antimatter?","<dark-matter><matter><antimatter>"
"What particles does a black hole emit when it evaporates itself?","<black-hole>"
"How do we know that other planetary systems aren't composed of antimatter?","<star><planet><antimatter><planetary-systems>"
"Are there heavenly bodies between galaxies?","<galaxy><big-bang-theory><star-formation>"
"Is it possible to have a part of space devoid of matter?","<black-hole><intergalactic-space>"
"Configuration required to tidally heat Earth-like rogue planet","<tidal-forces><heat><rogue-planet>"
"The universe is dying vs the universe is ever expanding","<universe><space><cosmological-inflation>"
"How can we be 13.2 billion light years from another galaxy?","<fundamental-astronomy><big-bang-theory>"
"Are those noise or stars?","<galaxy><photography><hubble-telescope>"
"How did the moon's orbit become eccentric?","<the-moon><formation><eccentric-orbit><theia>"
"Why do objects all orbit in the same direction?","<orbit><gravity>"
"If oxygen were pumped into space where would it go?","<matter>"
"Why is the E-mode polarization spectrum out of phase with the Temperature spectrum?","<cosmology><cmb>"
"What's the distribution curve for meteor sightings?","<observational-astronomy><meteor>"
"Is it just the observable universe that is expanding?","<big-bang-theory><expansion><observable-universe>"
"Standard conditions for a heliacal rising","<star><observational-astronomy>"
"Are galaxies moving away with constant acceleration?","<cosmology><expansion>"
"How did scientists come to the conclusion that it is space that is expanding?","<expansion>"
"How can I calculate the time between sunset and actual darkness?","<the-sun><earth><light><sun-rays>"
"Why Only Saturn Has Visible Rings","<planetary-formation><planetary-ring><formation>"
"Meteor shower from Moon's ""debris""","<the-moon><meteor><meteorite><meteor-shower><meteoroid>"
"is there any mathematical formula, paper or anything that shows the probability of a meteor hitting a particular spot of moon's surface?","<the-moon><meteor><impact-probability>"
"Is the bright red body a star?","<galaxy>"
"What is germane doing in the atmosphere of Jupiter?","<jupiter><atmosphere><astrochemistry>"
"How do we not know what's in the Solar System?","<planet><orbit><solar-system>"
"Origin of terms ""white dwarfs"" and ""red giants""?","<star><white-dwarf><red-giant>"
"How was the Sun formed?","<star-formation>"
"Do we have to take gravitational lensing into consideration when measuring the size of exoplanets?","<exoplanet><gravitational-lensing>"
"Where and how to look up the coordinates and magnitude of the star in this occultation prediction?","<coordinate><star-catalogues><occultation>"
"What is the farthest reported distance from observer from which a solar system body has occulted a star?","<observational-astronomy><kuiper-belt><occultation>"
"Back-predicting solar eclipses","<solar-eclipse>"
"Why are all space observatories in Chile?","<observational-astronomy>"
"Are there any unmanned large telescopes located on Earth?","<observatory>"
"Why does gas form a star instead of a black hole?","<star><black-hole><gravity>"
"Observing the night sky with a 6-year old","<telescope><observational-astronomy>"
"Can a star eat a black hole?","<star><black-hole><gravity><astrophysics>"
"South or North Celestial Pole","<telescope>"
"How many Supernovae have been Imaged in the Hubble Ultra-Deep Field?","<supernova><hubble-telescope>"
"How can a red giant grow so big?","<star><red-giant>"
"In a planetary system close to the galactic core, would it be possible to see the supermassive black hole?","<space>"
"Do the number of moons a planet has affect the speed of the planet's rotation?","<planet><rotation><natural-satellites>"
"When the asteroid hit the earth 65 mya did the earth's gravity pull change? By how much?","<gravity><earth><meteorite>"
"The CNO cycle in first generation of stars","<astrophysics><cosmology>"
"How to calculate the position to be to see ISS passing in front of the moon or the sun?","<the-sun><the-moon><photography><iss>"
"Why Helium-burning Stars are found in a Horizontal Branch?","<star>"
"What would happen to a polished marble statue left in space for a million years?","<universe><astrophysics><space>"
"Generate probability skymap","<python><gamma-ray-bursts><fits-header>"
"Can a telescope detect a blackbody?","<telescope><infrared>"
"Why did the distribution of asteroids discovered in 2010 have a radial modulation?","<asteroids>"
"How would one calculate the synodic period between 3 planets?","<planet><orbit><solar-system><orbital-elements>"
"Spacing (2422 days) between solar eclipses - unrelated saros numbers","<solar-eclipse>"
"How well is Earth’s motion through the universe quantified?","<space-time>"
"What is main radiative mechanism in Gunn-Peterson effect?","<radiative-transfer>"
"What is the temperature under the surface of Mercury?","<temperature><mercury><heat>"
"Theoretically what happens to a black hole that evaporates?","<black-hole>"
"Flatness of celestial systems like galaxies and Solar System","<astrophysics><cosmology><fundamental-astronomy>"
"Direction of Earth’s poles relative to the Sun’s movement around the Galaxy","<solar-system><galactic-dynamics><solar-wind>"
"From CMB anisotropy data observed in 1992, did astronomers figure out that the universe should be accelerating before its discovery in 1998?","<expansion><history><cmb>"
